new_skill,occurrence_rows,source_files
动作冒险游戏AI,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
动态模型压缩,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
化学基础模型,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
医疗AI,9,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
医疗AI大模型,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
医疗AI评测,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
医疗健康AI,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
医疗多模态模型,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
医疗大模型,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
医疗影像AI,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
医疗影像基础模型,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
医药AI,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
千亿参数大模型,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
千亿参数模型训练,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
千亿级大模型训练,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
华为AI芯片,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
卡牌AI,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
原生多模态大模型,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
原生多模态架构,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
可扩展机器学习,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
可控AI,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
可控视频生成,13,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
可测试AI系统,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
可解释AI,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
可解释性AI,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
可解释机器学习,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
可调试AI系统,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
可配置AI系统,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
可验证奖励强化学习,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
后训练优化,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
向量数据库,338,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
向量数据库内核,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
向量检索,173,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
向量检索引擎,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
向量检索性能调优,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
向量检索系统,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
商业大模型,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
商用AI项目,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
国产AI加速卡,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
国产AI算力,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
国产AI芯片适配,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
国产大模型API,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
图像AI算法,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
图像大模型,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
图像大模型预训练,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
图像深度学习,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
图像深度学习算法,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
图像生成,357,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
图像生成大模型,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
图像生成工具,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
图像生成模型,17,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
图像编辑AI工具,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
图大模型,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
图文多模态,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
图文多模态模型,9,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
图机器学习,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
图片视频AIGC,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
图生视频,21,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
图神经网络,133,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
在线强化学习,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
在线推理优化,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
地平线AI加速SDK,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
地理空间智能,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
垂域基座模型,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
垂域大模型,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
垂直领域大模型训练,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
垂类智能体,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
基座大模型,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
基座模型,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
基座模型评测,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
基础模型,122,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
基础模型研发,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
基础模型训练,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
基础模型评测,5,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
复杂智能体系统,12,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多Agent群体智能,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多卡推理优化,12,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多智能体,31,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多智能体交互决策,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多智能体交互建模,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多智能体协作,65,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多智能体协同,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多智能体强化学习,11,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多智能体系统,60,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多智能体编排,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多智能体调度,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多机推理优化,12,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态,721,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态3D生成,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态Agent,21,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态AI,27,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态AI工具,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态AI数据处理,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态AI检测工具链,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态Caption,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态CLIP,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态CoT,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态CV,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态GPT,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态LLM,21,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态LLM训练,5,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态MoE,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态NLG,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态NLP,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态RAG,18,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态RL,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态一致性,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态世界模型,12,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态交互,52,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态交互感知,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态交互算法,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态产品,9,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态任务,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态任务优化,5,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态任务设计,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态传感器标定,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态传感器融合,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态信息处理,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态信息融合,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态内容分析,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态内容合成,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态内容处理,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态内容理解,96,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态内容生产,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态内容生成,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态分类,9,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态创作Agent,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态创作算法,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态创意,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态前端,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态匹配,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态召回,9,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态后端,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态后训练,18,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态图像交互,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态图文对齐,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态图文理解,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态基础模型训练,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态处理,9,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态多任务模型,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态大模型,822,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态大模型对齐,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态大模型微调,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态大模型推理,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态大模型训练,27,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态大模型评估,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态大模型评测,12,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态大模型部署,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态大模型预训练,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
多模态大语言模型,21,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
