normalized_keyword,category,keyword_type,doc_count,mention_count,source_type_counts,example_job_ids,example_job_titles,example_evidence
气象类，汉语言文学、行政管理、秘书学、应急管理专业,岗位标签,title_or_tag,1,1,government:1,job_91ea7a7c7a5ca8207dcf,办公室一级主任科员及以下,气象类，汉语言文学、行政管理、秘书学、应急管理专业
气象类，秘书学、汉语言文学、汉语言、中国语言与文化、语言学及应用语言学专业,岗位标签,title_or_tag,1,1,government:1,job_eaf53a9529d9c36d60ba,办公室一级主任科员及以下,气象类，秘书学、汉语言文学、汉语言、中国语言与文化、语言学及应用语言学专业
气象类，纪检监察学专业、审计学专业、会计学专业,岗位标签,title_or_tag,1,1,government:1,job_569d157012c77e87105c,纪检组一级主任科员及以下,气象类，纪检监察学专业、审计学专业、会计学专业
气象类，行政管理、社会保障,岗位标签,title_or_tag,1,1,government:1,job_430f492da2b8d6d17ae1,人事科一级主任科员及以下,气象类，行政管理、社会保障
气象类，计算机科学与技术、软件工程、网络工程、计算机技术、智能信息技术专业,岗位标签,title_or_tag,1,1,government:1,job_ab90a55ca906983fa9e9,人事处一级主任科员及以下,气象类，计算机科学与技术、软件工程、网络工程、计算机技术、智能信息技术专业
气象类，资源利用与植物保护、自然地理学、地图学与地理信息系统专业,岗位标签,title_or_tag,1,1,government:1,job_e5e37252eb4ec46703a3,业务管理科一级主任科员及以下,气象类，资源利用与植物保护、自然地理学、地图学与地理信息系统专业
气象类；地理科学类；电子信息类；计算机类,岗位标签,title_or_tag,1,1,government:1,job_dc1db74540a4721b420a,防灾减灾科一级科员及以下,气象类；地理科学类；电子信息类；计算机类
气象类；电子信息类,岗位标签,title_or_tag,1,1,government:1,job_5ff3cadd77131ecb1e87,防灾减灾科一级科员及以下,气象类；电子信息类
气象类；电子信息类；农学、植物保护,岗位标签,title_or_tag,1,1,government:1,job_f1c9a8669730d443d508,防灾减灾科一级科员及以下,气象类；电子信息类；农学、植物保护
气象类；电子信息类；计算机类；新闻学、网络与新媒体,岗位标签,title_or_tag,1,1,government:1,job_a63942a00ed8625fd483,防灾减灾科一级科员及以下,气象类；电子信息类；计算机类；新闻学、网络与新媒体
气象类；计算机科学与技术类；软件工程类；电子信息类,岗位标签,title_or_tag,1,1,government:1,job_dd3d91c4d8b6a17869f2,业务科技科四级主任科员及以下,气象类；计算机科学与技术类；软件工程类；电子信息类
水利工程、中国语言文学（限中国现当代文学、语言学及应用语言学）、审计,岗位标签,title_or_tag,1,1,government:1,job_dc688b3c2f8f969ad3e7,纪检组纪检一室一级主任科员及以下,水利工程、中国语言文学（限中国现当代文学、语言学及应用语言学）、审计
水利工程、交通运输工程、测绘科学与技术、船舶与海洋工程、环境科学与工程,岗位标签,title_or_tag,1,1,government:1,job_1bb8a403148b02f55dfb,航道与通航管理处一级主任科员及以下,水利工程、交通运输工程、测绘科学与技术、船舶与海洋工程、环境科学与工程
水利工程、农业水土工程,岗位标签,title_or_tag,1,1,government:1,job_01f657c7def657d6df2a,内设处室一级主任科员及以下,水利工程、农业水土工程
水利工程、土木工程（限结构工程、岩土工程）、建筑学,岗位标签,title_or_tag,1,1,government:1,job_f5c305629fa997c71d07,工务科（监督与科技科）一级主任科员及以下,水利工程、土木工程（限结构工程、岩土工程）、建筑学
水利工程、土木工程（限结构工程、岩土工程）、法学、法律,岗位标签,title_or_tag,1,1,government:1,job_d923b47d138004fe161c,水政与河湖处（水政监察支队）一级主任科员及以下,水利工程、土木工程（限结构工程、岩土工程）、法学、法律
水利工程、土木工程（限结构工程、岩土工程）、测绘科学与技术,岗位标签,title_or_tag,1,1,government:1,job_28742af5b412b4031ad8,水旱灾害防御科一级主任科员及以下,水利工程、土木工程（限结构工程、岩土工程）、测绘科学与技术
水利工程、土木工程（限结构工程、岩土工程）、电子信息（限计算机技术、控制工程）,岗位标签,title_or_tag,1,1,government:1,job_03c1d2141db515925d52,工务科（监督与科技科）一级主任科员及以下,水利工程、土木工程（限结构工程、岩土工程）、电子信息（限计算机技术、控制工程）
水利工程、地质资源与地质工程、计算机科学与技术,岗位标签,title_or_tag,1,1,government:1,job_e7babad3da3201164517,办公室督查室一级主任科员及以下,水利工程、地质资源与地质工程、计算机科学与技术
水利工程、计算机科学与技术（限计算机应用技术）,岗位标签,title_or_tag,1,1,government:1,job_677cfb699a4e5176aa5b,人事处一级主任科员及以下,水利工程、计算机科学与技术（限计算机应用技术）
水利工程、马克思主义理论、政治学,岗位标签,title_or_tag,1,1,government:1,job_d6c0eb22b309e58a4f78,新乡黄河工会一级主任科员及以下,水利工程、马克思主义理论、政治学
水利工程（0815）、 水利工程（085902）,岗位标签,title_or_tag,1,1,government:1,job_a00f413258ec706e9424,业务管理部门一级主任科员及以下,水利工程（0815）、 水利工程（085902）
水利工程（0815）、农业水土工程（082802）,岗位标签,title_or_tag,1,1,government:1,job_db4a5d2b9f0a4dcdbade,规划计划处一级主任科员及以下,水利工程（0815）、农业水土工程（082802）
水利工程（0815，085902）、土木水利（0859，仅限水利方向）,岗位标签,title_or_tag,1,1,government:1,job_5eea87ed4ca0409ae8f7,规划计划处一级主任科员及以下,水利工程（0815，085902）、土木水利（0859，仅限水利方向）
水利工程（限水利水电工程、水工结构工程、水力学及河流动力学、港口海岸及近海工程）,岗位标签,title_or_tag,1,1,government:1,job_6cdf0f0dd60b19513a2d,办公室一级主任科员及以下,水利工程（限水利水电工程、水工结构工程、水力学及河流动力学、港口海岸及近海工程）
水利工程（限水利水电工程、水工结构工程）,岗位标签,title_or_tag,1,1,government:1,job_f57fb5e790282bb9d84e,建设与运行管理局基本建设处一级主任科员及以下,水利工程（限水利水电工程、水工结构工程）
水利工程（限水利水电工程、水工结构工程）、资源与环境(限地质工程),岗位标签,title_or_tag,1,1,government:1,job_aaff37dd5c03167ba596,建设与运行管理局综合与水库管理处一级主任科员及以下,水利工程（限水利水电工程、水工结构工程）、资源与环境(限地质工程)
水利工程（限水利水电工程）、林学（限水土保持与荒漠化防治、森林培育）,岗位标签,title_or_tag,1,1,government:1,job_11a52b3961eab9d48528,水土保持局（农村水利水电局）预防监督处一级主任科员及以下,水利工程（限水利水电工程）、林学（限水土保持与荒漠化防治、森林培育）
水利工程（限水利水电工程）、管理科学与工程,岗位标签,title_or_tag,1,1,government:1,job_193aa6e124487df32d17,工务处（监督处）一级主任科员及以下,水利工程（限水利水电工程）、管理科学与工程
水利工程（限水利水电工程）、计算机科学与技术（限计算机应用技术）,岗位标签,title_or_tag,1,1,government:1,job_387ec1b58f18b9e2b227,防汛滞洪办公室一级主任科员及以下,水利工程（限水利水电工程）、计算机科学与技术（限计算机应用技术）
水利工程（限水力学及河流动力学、水工结构工程、水利水电工程、港口海岸及近海工程）,岗位标签,title_or_tag,1,1,government:1,job_829e8b2c28bdab0dd926,规划计划处一级主任科员及以下,水利工程（限水力学及河流动力学、水工结构工程、水利水电工程、港口海岸及近海工程）
水利工程（限水力学及河流动力学、水工结构工程、水利水电工程）,岗位标签,title_or_tag,1,1,government:1,job_0d1f022bfa502f5d37f1,机关党委一级主任科员及以下,水利工程（限水力学及河流动力学、水工结构工程、水利水电工程）
水利工程（限水文学及水资源、水力学及河流动力学、水利水电工程）,岗位标签,title_or_tag,1,1,government:1,job_6b86c6b557dbe8a12f05,水旱灾害防御局保障处一级主任科员及以下,水利工程（限水文学及水资源、水力学及河流动力学、水利水电工程）
水利水电、电气工程等电力相关专业,岗位标签,title_or_tag,1,1,government:1,job_b58456cfe81c97087647,水能处一级主任科员及以下,水利水电、电气工程等电力相关专业
水利水电工程,岗位标签,title_or_tag,1,1,government:1,job_703657a3852b20895890,监察执法处一级主任科员及以下,水利水电工程
水利管理科一级主任科员及以下,岗位标签,title_or_tag,1,1,government:1,job_92c3d674680b82be9f4f,水利管理科一级主任科员及以下,水利管理科一级主任科员及以下
水口关出入境边防检查站一级警长及以下（一）,岗位标签,title_or_tag,1,1,government:1,job_bd5f85b8ed3fcedb5dba,水口关出入境边防检查站一级警长及以下（一）,水口关出入境边防检查站一级警长及以下（一）
水口关出入境边防检查站一级警长及以下（二）,岗位标签,title_or_tag,1,1,government:1,job_3f3fc5face225d2a792a,水口关出入境边防检查站一级警长及以下（二）,水口关出入境边防检查站一级警长及以下（二）
水口海关缉私分局一级警长及以下,岗位标签,title_or_tag,1,1,government:1,job_95962cafbb461b9e3f98,水口海关缉私分局一级警长及以下,水口海关缉私分局一级警长及以下
水土保持与荒漠化防治（090707）、农业水土工程（082802）,岗位标签,title_or_tag,1,1,government:1,job_c791fc57ddf6fc7188bd,水土保持处（农水水电处）一级主任科员及以下,水土保持与荒漠化防治（090707）、农业水土工程（082802）
水土保持处（农村水利水电处）一级主任科员及以下,岗位标签,title_or_tag,1,1,government:1,job_4bedafa9c169baaa2803,水土保持处（农村水利水电处）一级主任科员及以下,水土保持处（农村水利水电处）一级主任科员及以下
水土保持处（农水水电处）一级主任科员及以下,岗位标签,title_or_tag,1,1,government:1,job_c791fc57ddf6fc7188bd,水土保持处（农水水电处）一级主任科员及以下,水土保持处（农水水电处）一级主任科员及以下
水土保持局（农村水利水电局）预防监督处一级主任科员及以下,岗位标签,title_or_tag,1,1,government:1,job_11a52b3961eab9d48528,水土保持局（农村水利水电局）预防监督处一级主任科员及以下,水土保持局（农村水利水电局）预防监督处一级主任科员及以下
水政水资源与河湖监督处（水政监察总队）一级主任科员及以下,岗位标签,title_or_tag,1,1,government:1,job_e60e3768958680b467c4,水政水资源与河湖监督处（水政监察总队）一级主任科员及以下,水政水资源与河湖监督处（水政监察总队）一级主任科员及以下
水政水资源处（水政监察总队、水旱灾害防御处）一级主任科员及以下,岗位标签,title_or_tag,1,1,government:1,job_26b1b61a221cbf119a6d,水政水资源处（水政监察总队、水旱灾害防御处）一级主任科员及以下,水政水资源处（水政监察总队、水旱灾害防御处）一级主任科员及以下
水政监察总队察尔森监察支队一级主任科员及以下,岗位标签,title_or_tag,1,1,government:1,job_3b75e01230c926ed2149,水政监察总队察尔森监察支队一级主任科员及以下,水政监察总队察尔森监察支队一级主任科员及以下
水政监察总队尼尔基监察支队一级主任科员及以下,岗位标签,title_or_tag,1,1,government:1,job_f1ec1bbe211bb55b0a37,水政监察总队尼尔基监察支队一级主任科员及以下,水政监察总队尼尔基监察支队一级主任科员及以下
水旱灾害防御局保障处一级主任科员及以下,岗位标签,title_or_tag,1,1,government:1,job_6b86c6b557dbe8a12f05,水旱灾害防御局保障处一级主任科员及以下,水旱灾害防御局保障处一级主任科员及以下
水生生物学、生态学、捕捞学、渔业资源、海洋生物学、环境与资源保护法学,岗位标签,title_or_tag,1,1,government:1,job_a18b64f52c66b3561e95,执法监督处一级主任科员及以下,水生生物学、生态学、捕捞学、渔业资源、海洋生物学、环境与资源保护法学
水能处一级主任科员及以下,岗位标签,title_or_tag,1,1,government:1,job_b58456cfe81c97087647,水能处一级主任科员及以下,水能处一级主任科员及以下
水资源管理处一级主任科员及以下,岗位标签,title_or_tag,1,1,government:1,job_8625874aa1257cf60f3e,水资源管理处一级主任科员及以下,水资源管理处一级主任科员及以下
水资源节约与保护处一级主任科员及以下,岗位标签,title_or_tag,1,1,government:1,job_23eaad3ac1ee3febc08a,水资源节约与保护处一级主任科员及以下,水资源节约与保护处一级主任科员及以下
水资源配置处一级主任科员及以下,岗位标签,title_or_tag,1,1,government:1,job_8ea89763fa9adb5c71d9,水资源配置处一级主任科员及以下,水资源配置处一级主任科员及以下
永善调查队一级科员,岗位标签,title_or_tag,1,1,government:1,job_8f8e36941bbf33ba9f05,永善调查队一级科员,永善调查队一级科员
永城调查队一级科员,岗位标签,title_or_tag,1,1,government:1,job_bd6f8b8419c120e9242d,永城调查队一级科员,永城调查队一级科员
永德调查队一级科员,岗位标签,title_or_tag,1,1,government:1,job_b2af027544db03c7a617,永德调查队一级科员,永德调查队一级科员
永登调查队一级科员,岗位标签,title_or_tag,1,1,government:1,job_f637b353d4ac15e3f5cb,永登调查队一级科员,永登调查队一级科员
汇价市场处一级主任科员及以下,岗位标签,title_or_tag,1,1,government:1,job_ce43707124aeafa7a19f,汇价市场处一级主任科员及以下,汇价市场处一级主任科员及以下
汉语言、汉语言文学、秘书学、新闻学（专业代码050301）,岗位标签,title_or_tag,1,1,government:1,job_fe59c2e261fa052a0fb1,综合部门一级主任科员及以下,汉语言、汉语言文学、秘书学、新闻学（专业代码050301）
汉语言文学、人力资源管理、劳动关系,岗位标签,title_or_tag,1,1,government:1,job_bdeae0efe5da0e97d3cd,一级行政执法员（七）,汉语言文学、人力资源管理、劳动关系
汉语言文学、会计学、邮政管理、审计学、法学（以上均为专业名称）,岗位标签,title_or_tag,1,1,government:1,job_20b5a3d4043e1181a7f8,一级主任科员及以下,汉语言文学、会计学、邮政管理、审计学、法学（以上均为专业名称）
汉语言文学、历史学、哲学、马克思主义理论类,岗位标签,title_or_tag,1,1,government:1,job_0cfaea043a02f8ec4a6f,辖区财金类监管岗位一级主任科员及以下,汉语言文学、历史学、哲学、马克思主义理论类
汉语言文学、哲学、思想政治教育,岗位标签,title_or_tag,1,1,government:1,job_511fde698db7c69bf213,办公宣传四级主办及以下,汉语言文学、哲学、思想政治教育
汉语言文学、新闻学、传播学,岗位标签,title_or_tag,1,1,government:1,job_90d3461341fc223c9d38,一级行政执法员（五）,汉语言文学、新闻学、传播学
汉语言文学、新闻学、网络与新媒体,岗位标签,title_or_tag,1,1,government:1,job_6c69a8164f070ae65000,一级行政执法员（二）,汉语言文学、新闻学、网络与新媒体
汉语言文学、汉语言、中国语言与文化,岗位标签,title_or_tag,1,1,government:1,job_9610ccf3b5a014135db1,辖区财金类监管岗位一级主任科员及以下,汉语言文学、汉语言、中国语言与文化
汉语言文学、汉语言、中国语言文学,岗位标签,title_or_tag,1,1,government:1,job_9e61f4ba638ab03ef591,机关处室二级主任科员及以下,汉语言文学、汉语言、中国语言文学
汉语言文学、汉语言、应用语言学,岗位标签,title_or_tag,1,1,government:1,job_e24f81c4c8d40922726c,一级行政执法员（二十八）,汉语言文学、汉语言、应用语言学
汉语言文学、汉语言、应用语言学、秘书学、新闻学、传播学、国际新闻与传播,岗位标签,title_or_tag,1,1,government:1,job_468d25e5e7aff59bde9d,综合业务一级行政执法员,汉语言文学、汉语言、应用语言学、秘书学、新闻学、传播学、国际新闻与传播
汉语言文学、汉语言、新闻学,岗位标签,title_or_tag,1,1,government:1,job_3b03930254df4812c19f,综合管理一级行政执法员,汉语言文学、汉语言、新闻学
汉语言文学、汉语言、新闻学、中国语言文学、新闻传播学,岗位标签,title_or_tag,1,1,government:1,job_2285aff77cbace98a77c,办公综合四级主办及以下,汉语言文学、汉语言、新闻学、中国语言文学、新闻传播学
汉语言文学、汉语言、新闻学、传播学、网络与新媒体、国际新闻与传播、公共管理类,岗位标签,title_or_tag,1,1,government:1,job_6c47cf73855193c550fe,驻福清办事处综合管理一级行政执法员,汉语言文学、汉语言、新闻学、传播学、网络与新媒体、国际新闻与传播、公共管理类
汉语言文学、汉语言、新闻学、传播学、网络与新媒体、国际新闻与传播、历史学、中国史,岗位标签,title_or_tag,1,1,government:1,job_df99e6574d626bb0aa27,综合管理四级主办及以下,汉语言文学、汉语言、新闻学、传播学、网络与新媒体、国际新闻与传播、历史学、中国史
汉语言文学、汉语言、法学（以上均为专业名称）,岗位标签,title_or_tag,1,1,government:1,job_b0bc3342de8b8b97e72d,一级主任科员及以下,汉语言文学、汉语言、法学（以上均为专业名称）
汉语言文学、汉语言、秘书学、新闻学、传播学、网络与新媒体、哲学,岗位标签,title_or_tag,1,1,government:1,job_d0a1fe2beb2409762df7,办公综合一级行政执法员,汉语言文学、汉语言、秘书学、新闻学、传播学、网络与新媒体、哲学
汉语言文学、法学 、新闻学、新闻传播学、思想政治教育（以上均为专业名称）,岗位标签,title_or_tag,1,1,government:1,job_9bb007fccdc3bca9d714,一级科员,汉语言文学、法学 、新闻学、新闻传播学、思想政治教育（以上均为专业名称）
汉语言文学、法学、新闻学、新闻传播学、思想政治教育（以上均为专业名称）,岗位标签,title_or_tag,1,1,government:1,job_7fdee2ddabd3886c297a,一级科员,汉语言文学、法学、新闻学、新闻传播学、思想政治教育（以上均为专业名称）
汉语言文学、法学、新闻学（以上均为专业名称）,岗位标签,title_or_tag,1,1,government:1,job_2cd160f9f56c62ee3d55,一级科员二,汉语言文学、法学、新闻学（以上均为专业名称）
汉语言文学、秘书学、邮政管理、邮政工程、物流管理（以上均为专业名称）,岗位标签,title_or_tag,1,1,government:1,job_7339f0b17149cc4843a2,一级主任科员及以下,汉语言文学、秘书学、邮政管理、邮政工程、物流管理（以上均为专业名称）
汉语言文学、计算机科学与技术、会计学、会计,岗位标签,title_or_tag,1,1,government:1,job_388a3b8c4c3a9ed0cd33,边检站一级警长及以下（十七）,汉语言文学、计算机科学与技术、会计学、会计
汉语言文学（专业代码050101）、汉语言（专业代码050102）,岗位标签,title_or_tag,1,1,government:1,job_ad937db66dab910226ad,综合部门一级主任科员及以下,汉语言文学（专业代码050101）、汉语言（专业代码050102）
汕头调查队综合科室四级主任科员,岗位标签,title_or_tag,1,1,government:1,job_3e63124af9e8daa7696f,汕头调查队综合科室四级主任科员,汕头调查队综合科室四级主任科员
汕尾海关缉私分局一级警长及以下,岗位标签,title_or_tag,1,1,government:1,job_13dab6c76213cc7c0435,汕尾海关缉私分局一级警长及以下,汕尾海关缉私分局一级警长及以下
汝南调查队一级科员,岗位标签,title_or_tag,1,1,government:1,job_4ee4012bf5dbf87057cb,汝南调查队一级科员,汝南调查队一级科员
江安调查队一级科员,岗位标签,title_or_tag,1,1,government:1,job_1fb2c138c9126b8970c3,江安调查队一级科员,江安调查队一级科员
江苏调查总队农业调查处四级主任科员,岗位标签,title_or_tag,1,1,government:1,job_e5ba0db5c0de1593941e,江苏调查总队农业调查处四级主任科员,江苏调查总队农业调查处四级主任科员
江西业务办公室一级主任科员及以下,岗位标签,title_or_tag,1,1,government:1,job_45d6416f315293099120,江西业务办公室一级主任科员及以下,江西业务办公室一级主任科员及以下
江西调查总队业务或行政处室二级主任科员及以下（1）,岗位标签,title_or_tag,1,1,government:1,job_284617d2e88b3681529d,江西调查总队业务或行政处室二级主任科员及以下（1）,江西调查总队业务或行政处室二级主任科员及以下（1）
江西调查总队业务或行政处室二级主任科员及以下（2）,岗位标签,title_or_tag,1,1,government:1,job_193025b1399843cbd4fd,江西调查总队业务或行政处室二级主任科员及以下（2）,江西调查总队业务或行政处室二级主任科员及以下（2）
江门调查队业务科室一级科员,岗位标签,title_or_tag,1,1,government:1,job_35746b27117543a388bf,江门调查队业务科室一级科员,江门调查队业务科室一级科员
江门调查队综合科室一级科员,岗位标签,title_or_tag,1,1,government:1,job_122ce4c0ad023e01ef42,江门调查队综合科室一级科员,江门调查队综合科室一级科员
江阴边检站一级警长及以下,岗位标签,title_or_tag,1,1,government:1,job_f229b0c7de9763e2d557,江阴边检站一级警长及以下,江阴边检站一级警长及以下
池州调查队业务科室四级主任科员及以下,岗位标签,title_or_tag,1,1,government:1,job_e0deb48b4ea93d046528,池州调查队业务科室四级主任科员及以下,池州调查队业务科室四级主任科员及以下
池州边检站一级警长及以下,岗位标签,title_or_tag,1,1,government:1,job_b62d20c39c3f98d52e1a,池州边检站一级警长及以下,池州边检站一级警长及以下
汨罗调查队一级科员,岗位标签,title_or_tag,1,1,government:1,job_f82e7308c29660d587b3,汨罗调查队一级科员,汨罗调查队一级科员
沈阳出入境边防检查站一级警长及以下（一）,岗位标签,title_or_tag,1,1,government:1,job_9f2f8b3fd2235893423e,沈阳出入境边防检查站一级警长及以下（一）,沈阳出入境边防检查站一级警长及以下（一）
沈阳出入境边防检查站一级警长及以下（二）,岗位标签,title_or_tag,1,1,government:1,job_0ff0b2b0d402b291510a,沈阳出入境边防检查站一级警长及以下（二）,沈阳出入境边防检查站一级警长及以下（二）
沈阳调查队业务处室二级主任科员及以下,岗位标签,title_or_tag,1,1,government:1,job_1ec346b0f9a34049ff81,沈阳调查队业务处室二级主任科员及以下,沈阳调查队业务处室二级主任科员及以下
沭河水利管理局一级主任科员及以下,岗位标签,title_or_tag,1,1,government:1,job_0685ba67547f9e628454,沭河水利管理局一级主任科员及以下,沭河水利管理局一级主任科员及以下
河东河道管理局一级主任科员及以下,岗位标签,title_or_tag,1,1,government:1,job_048f1857862cf075d7ac,河东河道管理局一级主任科员及以下,河东河道管理局一级主任科员及以下
河北调查总队业务处室四级主任科员,岗位标签,title_or_tag,1,1,government:1,job_d4413baa1b3027de942a,河北调查总队业务处室四级主任科员,河北调查总队业务处室四级主任科员
河北调查总队综合处室四级主任科员（1）,岗位标签,title_or_tag,1,1,government:1,job_e9d93d510c9589b23e0a,河北调查总队综合处室四级主任科员（1）,河北调查总队综合处室四级主任科员（1）
河北调查总队综合处室四级主任科员（2）,岗位标签,title_or_tag,1,1,government:1,job_a3390ac3a18eaff6b6ef,河北调查总队综合处室四级主任科员（2）,河北调查总队综合处室四级主任科员（2）
河北调查总队综合处室四级主任科员（3）,岗位标签,title_or_tag,1,1,government:1,job_4b72f3de160b881268a1,河北调查总队综合处室四级主任科员（3）,河北调查总队综合处室四级主任科员（3）
河南调查总队综合处室二级主任科员及以下,岗位标签,title_or_tag,1,1,government:1,job_51e994cce44f6e132abe,河南调查总队综合处室二级主任科员及以下,河南调查总队综合处室二级主任科员及以下
河口调查队一级科员,岗位标签,title_or_tag,1,1,government:1,job_c05835ec374c48302593,河口调查队一级科员,河口调查队一级科员
河湖管理处一级主任科员及以下,岗位标签,title_or_tag,1,1,government:1,job_a4e907a359cc2fca2e37,河湖管理处一级主任科员及以下,河湖管理处一级主任科员及以下
河源调查队综合科室一级科员,岗位标签,title_or_tag,1,1,government:1,job_3effb8ba1e059e1f2f8c,河源调查队综合科室一级科员,河源调查队综合科室一级科员
河道管理二处一级主任科员及以下,岗位标签,title_or_tag,1,1,government:1,job_4afb59c31bacd1061ac6,河道管理二处一级主任科员及以下,河道管理二处一级主任科员及以下
油气储运工程、轮机工程、船舶与海洋结构物设计制造、船舶工程硕士,岗位标签,title_or_tag,1,1,government:1,job_9405e70bd24600546b05,一级行政执法员（四）,油气储运工程、轮机工程、船舶与海洋结构物设计制造、船舶工程硕士
沽源调查队一级科员,岗位标签,title_or_tag,1,1,government:1,job_67fb99634b830bf671e6,沽源调查队一级科员,沽源调查队一级科员
泉州调查队业务科室一级科员,岗位标签,title_or_tag,1,1,government:1,job_9a1fa2ce992066271d43,泉州调查队业务科室一级科员,泉州调查队业务科室一级科员
法制工作四级主办及以下（一）,岗位标签,title_or_tag,1,1,government:1,job_1ac2784aa448276fb60c,法制工作四级主办及以下（一）,法制工作四级主办及以下（一）
法制工作四级主办及以下（二）,岗位标签,title_or_tag,1,1,government:1,job_f668641f4b554c2867c4,法制工作四级主办及以下（二）,法制工作四级主办及以下（二）
法制工作四级主办（一）,岗位标签,title_or_tag,1,1,government:1,job_7565503710bf23067eb5,法制工作四级主办（一）,法制工作四级主办（一）
法制工作四级主办（二）,岗位标签,title_or_tag,1,1,government:1,job_db78a046e1ea12237906,法制工作四级主办（二）,法制工作四级主办（二）
法制总队一级警长及以下,岗位标签,title_or_tag,1,1,government:1,job_86e447adc803459bdbdf,法制总队一级警长及以下,法制总队一级警长及以下
法制管理四级主办及以下（七）,岗位标签,title_or_tag,1,1,government:1,job_39f8303cbaa704ab5b70,法制管理四级主办及以下（七）,法制管理四级主办及以下（七）
法制管理四级主办及以下（三）,岗位标签,title_or_tag,1,1,government:1,job_41a65b99e616c6247dd8,法制管理四级主办及以下（三）,法制管理四级主办及以下（三）
法制管理四级主办及以下（五）,岗位标签,title_or_tag,1,1,government:1,job_7bfba5bab4c890be4874,法制管理四级主办及以下（五）,法制管理四级主办及以下（五）
法制管理四级主办及以下（八）,岗位标签,title_or_tag,1,1,government:1,job_45ae20ca253de76d71c7,法制管理四级主办及以下（八）,法制管理四级主办及以下（八）
法制管理四级主办及以下（六）,岗位标签,title_or_tag,1,1,government:1,job_f50a6f16885ec8eb9caf,法制管理四级主办及以下（六）,法制管理四级主办及以下（六）
法制管理四级主办及以下（四）,岗位标签,title_or_tag,1,1,government:1,job_aa5a96aef1a196491798,法制管理四级主办及以下（四）,法制管理四级主办及以下（四）
法制管理四级主办（一）,岗位标签,title_or_tag,1,1,government:1,job_4af18ad63052645707b7,法制管理四级主办（一）,法制管理四级主办（一）
法制管理四级主办（二）,岗位标签,title_or_tag,1,1,government:1,job_9fafb6adc1c36ff1f32c,法制管理四级主办（二）,法制管理四级主办（二）
法制计量处一级主任科员及以下,岗位标签,title_or_tag,1,1,government:1,job_ce2b742b6b82b7531f75,法制计量处一级主任科员及以下,法制计量处一级主任科员及以下
法务一级行政执法员（一）,岗位标签,title_or_tag,1,1,government:1,job_a8294e44cc2df39506b3,法务一级行政执法员（一）,法务一级行政执法员（一）
法务一级行政执法员（二）,岗位标签,title_or_tag,1,1,government:1,job_78d1d9b62869d499a68e,法务一级行政执法员（二）,法务一级行政执法员（二）
法务二级主办及以下,岗位标签,title_or_tag,1,1,government:1,job_47e2ed6ff57ff360949c,法务二级主办及以下,法务二级主办及以下
法务二级主办及以下（一）,岗位标签,title_or_tag,1,1,government:1,job_76f99e065e0467842e1c,法务二级主办及以下（一）,法务二级主办及以下（一）
法务二级主办及以下（二）,岗位标签,title_or_tag,1,1,government:1,job_156e90c029d822692685,法务二级主办及以下（二）,法务二级主办及以下（二）
法务四级主办及以下,岗位标签,title_or_tag,1,1,government:1,job_c8b8b1910a60cde446bc,法务四级主办及以下,法务四级主办及以下
法务管理岗位一级主任科员及以下,岗位标签,title_or_tag,1,1,government:1,job_535b908c4eb6907ae470,法务管理岗位一级主任科员及以下,法务管理岗位一级主任科员及以下
法学 （0301）,岗位标签,title_or_tag,1,1,government:1,job_e6f78393a027f3096a63,瑞丽遣返中心执行队一级警长及以下（一）,法学 （0301）
法学、会计学、审计学,岗位标签,title_or_tag,1,1,government:1,job_ddf28d41f3122c0ed67e,综合管理一级行政执法员,法学、会计学、审计学
法学、会计学、汉语言文学、秘书学、计算机科学与技术、邮政管理（以上均为专业名称）,岗位标签,title_or_tag,1,1,government:1,job_80b66964f7e6c6d633b4,一级主任科员及以下,法学、会计学、汉语言文学、秘书学、计算机科学与技术、邮政管理（以上均为专业名称）
法学、信用风险管理与法律防控,岗位标签,title_or_tag,1,1,government:1,job_5db60860f7b8adcb37f9,法规部门一级主任科员及以下,法学、信用风险管理与法律防控
法学、信用风险管理与法律防控、侦查学、经济犯罪侦查,岗位标签,title_or_tag,1,1,government:1,job_2a5d76087596ce067397,法制一级行政执法员,法学、信用风险管理与法律防控、侦查学、经济犯罪侦查
法学、信用风险管理与法律防控、国际经贸规则、知识产权,岗位标签,title_or_tag,1,1,government:1,job_ef78c3847b2ffd9b130f,法制一级行政执法员,法学、信用风险管理与法律防控、国际经贸规则、知识产权
法学、政治学、思想政治教育,岗位标签,title_or_tag,1,1,government:1,job_33acdfcf569b59b2f06c,综合处室一级主任科员及以下,法学、政治学、思想政治教育
法学、政治学、社会学,岗位标签,title_or_tag,1,1,government:1,job_2ca2be1a6861daa044bc,政策法规处一级主任科员及以下,法学、政治学、社会学
法学、政治学、社会学、马克思主义理论、中共党史党建学,岗位标签,title_or_tag,1,1,government:1,job_701bcda5891731a27716,党委办公室一级主任科员及以下,法学、政治学、社会学、马克思主义理论、中共党史党建学
法学、新闻学、汉语言文学、汉语言、秘书学（以上均为专业名称）,岗位标签,title_or_tag,1,1,government:1,job_a8aa28698554730f2ff3,一级科员,法学、新闻学、汉语言文学、汉语言、秘书学（以上均为专业名称）
