normalized_keyword,category,keyword_type,doc_count,mention_count,source_type_counts,example_job_ids,example_job_titles,example_evidence
财务管理一级行政执法员（一）,岗位标签,title_or_tag,2,2,government:2,job_cb050959c2388a427add;job_e912a0e159ac5b780800,财务管理一级行政执法员（一） | 财务管理一级行政执法员（一）,财务管理一级行政执法员（一） | 财务管理一级行政执法员（一）
财务管理一级行政执法员（二）,岗位标签,title_or_tag,2,2,government:2,job_71a732f48d93f522dcea;job_573eeab60931dbba323a,财务管理一级行政执法员（二） | 财务管理一级行政执法员（二）,财务管理一级行政执法员（二） | 财务管理一级行政执法员（二）
财务管理专业,项目管理,auto_phrase,2,2,government:2,job_6e84c8b432cb2d9e22f4;job_bce93190d7cde04579fa,襄城调查队一级科员 | 新疆生产建设兵团第七师调查队综合科一级科员,公务员/事业单位；仅限本科；学士；统计学类（不含生物统计学）、经济学类（非经济学大类，不含资源与环境经济学、商务经济学、经济工程）、计算机类（不含电影制作、服务科学与工程、虚拟现实技术、区块链工程），会计学、审计学、财务管理专业；市（地）级及以下直属机构综合管理类 | 公务员/事业单位；仅限本科；学士；统计学类（不含生物统计学专业）、经济学类（不含资源与环境经济学、商务经济学、能源经济、经济工程专业）、会计学专业、财务管理专业、审计学专业。；市（地）级及以下直属机构综合管理类
财务管理及审计,项目管理,auto_phrase,2,2,government:2,job_50a1e935306c552fb165;job_79243132bba11e8fa572,哈密铁路公安处基层所队民警 | 喀什铁路公安处基层所队民警,职位简介：主要从事车站治安管理、财务管理及审计等工作 | 职位简介：主要从事车站治安管理、财务管理及审计等工作
财务管理和审计,项目管理,auto_phrase,2,2,government:2,job_5ccaa80877e5873e98e1;job_ba5726e07057949c5ecd,延吉海关缉私分局一级警长及以下 | 办公室一级警长及以下,职位简介：主要从事预算、会计记账、财务管理和审计工作 | 职位简介：主要从事预算、会计记账、财务管理和审计工作
财务预算处一级主任科员及以下,岗位标签,title_or_tag,2,2,government:2,job_1055e0b52e8353e71868;job_68e6214eb588d5e1fbce,财务预算处一级主任科员及以下 | 财务预算处一级主任科员及以下,财务预算处一级主任科员及以下 | 财务预算处一级主任科员及以下
财政学类、工商管理类、图书情报与档案管理类、电子商务类,岗位标签,title_or_tag,2,2,government:2,job_66782e8e49ebf5e332ba;job_3e1b8c371031537e7bab,一级主办及以下（一） | 一级主办及以下（二）,财政学类、工商管理类、图书情报与档案管理类、电子商务类 | 财政学类、工商管理类、图书情报与档案管理类、电子商务类
财政学类、工商管理类、物流管理与工程类,岗位标签,title_or_tag,2,2,government:2,job_47eede53b7e297c2b632;job_017e18b759a00be62da9,一级行政执法员（二） | 一级行政执法员（八）,财政学类、工商管理类、物流管理与工程类 | 财政学类、工商管理类、物流管理与工程类
财政学类、电子商务类,岗位标签,title_or_tag,2,2,government:2,job_239c23b24cc5bfa6c6f7;job_ee196a8a7c9c21929fac,一级行政执法员（八） | 一级行政执法员（三）,财政学类、电子商务类 | 财政学类、电子商务类
财政学类、管理科学与工程类,岗位标签,title_or_tag,2,2,government:2,job_a99e5ace72c2c9065fc3;job_977bf2974a88b6a244f7,一级行政执法员（三） | 一级行政执法员（四）,财政学类、管理科学与工程类 | 财政学类、管理科学与工程类
财政学类、管理科学与工程类、工商管理类、电子商务类,岗位标签,title_or_tag,2,2,government:2,job_94e493b15963009bc81c;job_6b67e928d1010c182303,一级行政执法员（一） | 一级行政执法员（二）,财政学类、管理科学与工程类、工商管理类、电子商务类 | 财政学类、管理科学与工程类、工商管理类、电子商务类
财政学类、管理科学与工程类、社会保障类,岗位标签,title_or_tag,2,2,government:2,job_6487479f7140128a4692;job_1938517db6527959d7b0,一级行政执法员（六） | 一级行政执法员（七）,财政学类、管理科学与工程类、社会保障类 | 财政学类、管理科学与工程类、社会保障类
财政学类、管理科学与工程类、财会审计类、图书情报与档案管理类,岗位标签,title_or_tag,2,2,government:2,job_765a6072e7536d09dd9e;job_6b4ad73541007a8b8a77,一级行政执法员（一） | 一级行政执法员（二）,财政学类、管理科学与工程类、财会审计类、图书情报与档案管理类 | 财政学类、管理科学与工程类、财会审计类、图书情报与档案管理类
财政学类、管理科学与工程类、财会审计类、电子商务类,岗位标签,title_or_tag,2,2,government:2,job_57f80dd0013c30a14523;job_8175a024dcd6358c6356,一级行政执法员（一） | 一级行政执法员（二）,财政学类、管理科学与工程类、财会审计类、电子商务类 | 财政学类、管理科学与工程类、财会审计类、电子商务类
财政学类、经济与贸易类、工商管理类、公共管理类,岗位标签,title_or_tag,2,2,government:2,job_b48912d8f3f4f27212c8;job_567710c4139e93ffd657,一级行政执法员（一） | 一级行政执法员（二）,财政学类、经济与贸易类、工商管理类、公共管理类 | 财政学类、经济与贸易类、工商管理类、公共管理类
财政学类、经济与贸易类、工商管理类、电子商务类、图书情报与档案管理类,岗位标签,title_or_tag,2,2,government:2,job_17876a2efb4386c33d8e;job_9ab7654dff899085e2f8,一级行政执法员（三） | 一级行政执法员（四）,财政学类、经济与贸易类、工商管理类、电子商务类、图书情报与档案管理类 | 财政学类、经济与贸易类、工商管理类、电子商务类、图书情报与档案管理类
财政学类、经济与贸易类、社会保障类,岗位标签,title_or_tag,2,2,government:2,job_d976acc79c76c4bd6f50;job_1b72290d52e34666ed63,一级行政执法员（一） | 一级行政执法员（二）,财政学类、经济与贸易类、社会保障类 | 财政学类、经济与贸易类、社会保障类
财政学类、经济与贸易类、管理科学与工程类、公共管理类,岗位标签,title_or_tag,2,2,government:2,job_302dcfebf2c01ef4d2a4;job_d479ebfaf8e68d0780da,一级行政执法员（一） | 一级行政执法员（二）,财政学类、经济与贸易类、管理科学与工程类、公共管理类 | 财政学类、经济与贸易类、管理科学与工程类、公共管理类
财政学类、经济与贸易类、管理科学与工程类、图书情报与档案管理类,岗位标签,title_or_tag,2,2,government:2,job_7b98b4fdd34554b52682;job_7d6c7d03d946dbe83ac3,一级行政执法员（三） | 一级行政执法员（四）,财政学类、经济与贸易类、管理科学与工程类、图书情报与档案管理类 | 财政学类、经济与贸易类、管理科学与工程类、图书情报与档案管理类
财政学类、经济与贸易类、管理科学与工程类、工商管理类、社会保障类,岗位标签,title_or_tag,2,2,government:2,job_e544bc9a4b63918e4f14;job_8462fa7971aa083d16ed,一级行政执法员（一） | 一级行政执法员（二）,财政学类、经济与贸易类、管理科学与工程类、工商管理类、社会保障类 | 财政学类、经济与贸易类、管理科学与工程类、工商管理类、社会保障类
财政学类、经济与贸易类、管理科学与工程类、社会保障类,岗位标签,title_or_tag,2,2,government:2,job_02670af50f0894bd44a1;job_0992624d41da17ec56f2,一级行政执法员（一） | 一级行政执法员（二）,财政学类、经济与贸易类、管理科学与工程类、社会保障类 | 财政学类、经济与贸易类、管理科学与工程类、社会保障类
财政学类、经济与贸易类、管理科学与工程类、财会审计类、社会保障类,岗位标签,title_or_tag,2,2,government:2,job_a12e89ffcc91b45fb8d7;job_2e1123b052a65842459c,一级行政执法员（一） | 一级行政执法员（二）,财政学类、经济与贸易类、管理科学与工程类、财会审计类、社会保障类 | 财政学类、经济与贸易类、管理科学与工程类、财会审计类、社会保障类
财政学类、经济与贸易类、财会审计类、社会保障类、工业工程类,岗位标签,title_or_tag,2,2,government:2,job_331c666bfd1b1f5cb30a;job_2ac044f30d5459d84ca8,一级行政执法员（三） | 一级行政执法员（四）,财政学类、经济与贸易类、财会审计类、社会保障类、工业工程类 | 财政学类、经济与贸易类、财会审计类、社会保障类、工业工程类
财政学类、财会审计类、图书情报与档案管理类,岗位标签,title_or_tag,2,2,government:2,job_fe400e96489b3ae78f0a;job_d104c7102ab8a78e32a1,一级行政执法员（一） | 一级行政执法员（二）,财政学类、财会审计类、图书情报与档案管理类 | 财政学类、财会审计类、图书情报与档案管理类
财政学类、财会审计类、物流管理与工程类,岗位标签,title_or_tag,2,2,government:2,job_a14358f69f9f4c32e593;job_4bb92cad23ff1cb5802b,一级行政执法员（一） | 一级行政执法员（二）,财政学类、财会审计类、物流管理与工程类 | 财政学类、财会审计类、物流管理与工程类
财政学类、财会审计类、社会保障类、图书情报与档案管理类,岗位标签,title_or_tag,2,2,government:2,job_cdcbe8fa2ad2dff75b3e;job_f3d269d210951d813e7d,一级行政执法员（一） | 一级行政执法员（二）,财政学类、财会审计类、社会保障类、图书情报与档案管理类 | 财政学类、财会审计类、社会保障类、图书情报与档案管理类
财政学类、财会审计类、管理科学与工程类、金融学类,岗位标签,title_or_tag,2,2,government:2,job_1c45b90b703e8aa9347c;job_bad8dc67291e35194341,一级行政执法员（三） | 一级行政执法员（四）,财政学类、财会审计类、管理科学与工程类、金融学类 | 财政学类、财会审计类、管理科学与工程类、金融学类
财政学类、金融学类、公共管理类,岗位标签,title_or_tag,2,2,government:2,job_a2004e97bcebc41c1372;job_88a5139e0da05a34e73d,一级行政执法员（一） | 一级行政执法员（二）,财政学类、金融学类、公共管理类 | 财政学类、金融学类、公共管理类
财政学类、金融学类、农业经济管理类,岗位标签,title_or_tag,2,2,government:2,job_a4d7daf4b41ea3eb5a24;job_359b52daec9d7bcb7a1e,一级行政执法员（一） | 一级行政执法员（二）,财政学类、金融学类、农业经济管理类 | 财政学类、金融学类、农业经济管理类
财政学类、金融学类、社会保障类、电子商务类,岗位标签,title_or_tag,2,2,government:2,job_2bbd0b8609ec954fa21d;job_f92dd9d0699160e8370d,一级行政执法员（一） | 一级行政执法员（二）,财政学类、金融学类、社会保障类、电子商务类 | 财政学类、金融学类、社会保障类、电子商务类
财政学类、金融学类、管理科学与工程类、工商管理类、社会保障类,岗位标签,title_or_tag,2,2,government:2,job_a9452ac6fe110895b656;job_e51a0e1864f710d39c75,一级行政执法员（一） | 一级行政执法员（二）,财政学类、金融学类、管理科学与工程类、工商管理类、社会保障类 | 财政学类、金融学类、管理科学与工程类、工商管理类、社会保障类
